name,type,cell_id,google_id,status,search,source,geometry,neighborhood,x,y,id
Sophia Nail Spa,Social Businesses,Cell 42,NA,new,NA,humancoding_fall,"c(-71.1550357, 42.285836)",West Roxbury,-71.1550357,42.285836,1585
Sorelle Bakery & Cafe,Social Businesses,Cell 182,NA,new,NA,humancoding_fall,"c(-71.0611091, 42.3713448)",Charlestown,-71.0611091,42.3713448,1586
SoundTreks,Places of Worship,Cell 161,ChIJ09A5bAx644kRWzxlbZ7Kn3A,checked,place of worship,google_api,"c(-71.0779874, 42.3501467)",Back Bay,-71.0779874,42.3501467,1587
South Batist Church,Places of Worship,Cell 147,NA,new,NA,humancoding_fall,"c(-71.0351731, 42.3349951)",South Boston,-71.0351731,42.3349951,1588
South Boston Bark Park,Parks,Cell 128,ChIJm5A8PPV644kRusA6ACDMqGg,checked,park,google_api,"c(-71.045266, 42.330021)",South Boston,-71.045266,42.330021,1589
South Boston Branch of the Boston Public Library,Community Spaces,Cell 147,ChIJJej3GY5644kRpTmjS-jxrCU,checked,library,google_api,"c(-71.038592, 42.335721)",South Boston,-71.038592,42.335721,1590
South Boston Maritime Park,Parks,Cell 164,ChIJib5cl4J644kRr-quAB2LeWw,checked,park,google_api,"c(-71.039562, 42.348684)",South Boston Waterfront,-71.039562,42.348684,1591
South Boston-Seaport Catholic Collaborative,Places of Worship,Cell 146,NA,new,NA,humancoding_fall,"c(-71.0549265, 42.3387965)",South Boston,-71.0549265,42.3387965,1592
South End Branch of the Boston Public Library,Community Spaces,Cell 144,ChIJF-vagRN644kRolV_HS-7me8,checked,library,google_api,"c(-71.076964, 42.341393)",South End,-71.076964,42.341393,1593
South End Library Park (BPL),Parks,Cell 125,ChIJgxTp5hB744kRtwJ3ggzOIiM,checked,park,google_api,"c(-71.07736, 42.341187)",South End,-71.07736,42.341187,1594
South Shore Plaza Parks,Parks,Cell 206,NA,new,NA,humancoding_fall,"c(-71.0409929, 42.3814291)",East Boston,-71.0409929,42.3814291,1595
South Street BHA Community Garden,Parks,Cell 74,NA,"new, visited",NA,humancoding_fall,"c(-71.1159132, 42.3048857)",Jamaica Plain,-71.1159132,42.3048857,1596
Southern Baptist Church,Places of Worship,Cell 108,NA,new,NA,humancoding_fall,"c(-71.0816724, 42.3263087)",Roxbury,-71.0816724,42.3263087,1597
Southie nail bar,Social Businesses,Cell 146,NA,new,NA,humancoding_fall,"c(-71.0534545, 42.340776)",South Boston,-71.0534545,42.340776,1598
Southwest Corridor Community Farm,Community Spaces,Cell 95,NA,new,NA,humancoding_fall,"c(-71.1023783, 42.3207851)",Jamaica Plain,-71.1023783,42.3207851,1599
Southwest Corridor Park,Parks,Cell 95,ChIJSVYlMCp644kRHaMMoFf-GC4,checked,park,google_api,"c(-71.101188, 42.320365)",Jamaica Plain,-71.101188,42.320365,1600
Southwest Corridor Park- Tennis Courts,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0908635, 42.3353256)",Roxbury,-71.0908635,42.3353256,1601
SOVEREIGN GRACE BAPTIST BIBLE CHURCH,Places of Worship,Cell 4,ChIJndAbuMR_44kRIklBSwFk3a4,checked,place of worship,google_api,"c(-71.1439, 42.242623)",Hyde Park,-71.1439,42.242623,1602
Sowa Power Station,Community Spaces,Cell 145,NA,new,NA,humancoding_fall,"c(-71.0664581, 42.3411457)",South End,-71.0664581,42.3411457,1603
Spalding Street Playground,Parks,Cell 66,NA,new,NA,humancoding_fall,"c(-71.1130935, 42.3036465)",Jamaica Plain,-71.1130935,42.3036465,1604
Spanish Church of God,Places of Worship,Cell 107,NA,new,NA,humancoding_fall,"c(-71.0974704, 42.3304555)",Mission Hill,-71.0974704,42.3304555,1605
Speare Diamond Park,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.08953763, 42.3405309)",Fenway,-71.08953763,42.3405309,1607
"Spencer Community Garden
",Parks,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.0758042, 42.2937612)",Dorchester,-71.0758042,42.2937612,1608
Spiritual Assembly Of-Baha'i,Community Spaces,Cell 126,ChIJjztnLWp644kRXLhMhFl2OYc,checked,community center,google_api,"c(-71.068447, 42.337439)",South End,-71.068447,42.337439,1609
Square Licensed Electricians,Parks,Cell 98,ChIJL3zfML5744kR99awQXE1_nw,checked,square,google_api,"c(-71.065972, 42.315886)",Dorchester,-71.065972,42.315886,1613
"St Ambrose Parish
",Parks,Cell 79,NA,new,NA,humancoding_fall,"c(-71.058939, 42.3009512)",Dorchester,-71.058939,42.3009512,1617
St Angela Merici Church,Places of Worship,Cell 36,NA,new,NA,humancoding_fall,"c(-71.0932156, 42.2713599)",Mattapan,-71.0932156,42.2713599,1618
St Ann's Parish,Places of Worship,Cell 71,NA,new,NA,humancoding_fall,"c(-71.0487751, 42.2902098)",Dorchester,-71.0487751,42.2902098,1619
St Anne Parish,Places of Worship,Cell 5,NA,new,NA,humancoding_fall,"c(-71.1370803, 42.2389409)",Hyde Park,-71.1370803,42.2389409,1620
St Columbkille's Parish,Places of Worship,Cell 120,NA,new,NA,humancoding_fall,"c(-71.1521148, 42.3519925)",Brighton,-71.1521148,42.3519925,1621
St John Chrysostom,Places of Worship,Cell 23,NA,new,NA,humancoding_fall,"c(-71.1425141, 42.2731963)",West Roxbury,-71.1425141,42.2731963,1622
St Leonard Church's Rectory,Places of Worship,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0541749, 42.3647354)",North End,-71.0541749,42.3647354,1623
St Leonard-Port Maurice Parish,Places of Worship,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0539606, 42.3645367)",North End,-71.0539606,42.3645367,1624
St Luke A.M.E. Zion Church,Places of Worship,Cell 58,NA,new,NA,humancoding_fall,"c(-71.0909836, 42.2870404)",Dorchester,-71.0909836,42.2870404,1625
St Mathews Syriac Orthodox,Places of Worship,Cell 31,NA,new,NA,humancoding_fall,"c(-71.1542967, 42.2838972)",West Roxbury,-71.1542967,42.2838972,1626
St Michael Cemetery,Places of Worship,Cell 57,NA,new,NA,humancoding_fall,"c(-71.1047521, 42.2894816)",Mattapan,-71.1047521,42.2894816,1627
"St Peter's Parish-Dorchester
",Places of Worship,Cell 87,NA,new,NA,humancoding_fall,"c(-71.0648697, 42.3077064)",Dorchester,-71.0648697,42.3077064,1628
St Stephan's Episcopal Church,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0737294, 42.3403976)",South End,-71.0737294,42.3403976,1629
St Stephens United Methodist Church,Places of Worship,Cell 15,ChIJEffCdgV_44kRvuTCDTQxPyQ,checked,place of worship,google_api,"c(-71.155647, 42.262138)",West Roxbury,-71.155647,42.262138,1630
St Theresa-Avila Catholic Church,Places of Worship,Cell 31,NA,new,NA,humancoding_fall,"c(-71.1586393, 42.2788206)",West Roxbury,-71.1586393,42.2788206,1631
St Thomas Aquinas Parish,Places of Worship,Cell 74,NA,"new, visited",NA,humancoding_fall,"c(-71.1160362, 42.306461)",Jamaica Plain,-71.1160362,42.306461,1632
St. Andrew Ukrainian Orthodox Church,Places of Worship,Cell 66,NA,new,NA,humancoding_fall,"c(-71.1112839, 42.3002216)",Jamaica Plain,-71.1112839,42.3002216,1633
St. Cecilia Roman Catholic Church,Places of Worship,Cell 143,NA,new,NA,humancoding_fall,"c(-71.0863002, 42.3465931)",Back Bay,-71.0863002,42.3465931,1634
St. Gabriel,Places of Worship,Cell 121,NA,new,NA,humancoding_fall,"c(-71.1457103, 42.3461345)",Brighton,-71.1457103,42.3461345,1636
St. George Albanian Orthodox Catholic Church,Places of Worship,Cell 128,NA,new,NA,humancoding_fall,"c(-71.0438056, 42.3349416)",South Boston,-71.0438056,42.3349416,1637
St. George Orthodox Church,Places of Worship,Cell 32,NA,new,NA,humancoding_fall,"c(-71.1513779, 42.2773025)",West Roxbury,-71.1513779,42.2773025,1638
St. Helenas Park,Parks,Cell 145,ChIJ__brr25644kRcV9N1E6kQzM,checked,park,google_api,"c(-71.066935, 42.340089)",South End,-71.066935,42.340089,1639
St. James the Greater Church,Places of Worship,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0618359, 42.350239)",Chinatown,-71.0618359,42.350239,1640
St. John Missionary Baptist Church,Places of Worship,Cell 96,NA,new,NA,humancoding_fall,"c(-71.0821351, 42.3230618)",Roxbury,-71.0821351,42.3230618,1641
"St. John’s Episcopal Church
",Places of Worship,Cell 75,NA,new,NA,humancoding_fall,"c(-71.1110865, 42.3102335)",Jamaica Plain,-71.1110865,42.3102335,1642
St. Joseph and Lazarus Church,Places of Worship,Cell 218,NA,new,NA,humancoding_fall,"c(-71.0072615, 42.3884257)",East Boston,-71.0072615,42.3884257,1643
St. Joseph Catholic Church,Places of Worship,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0654413, 42.3631399)",West End,-71.0654413,42.3631399,1644
St. Joseph Cemetery,Places of Worship,Cell 40,NA,new,NA,humancoding_fall,"c(-71.1725338, 42.2959336)",West Roxbury,-71.1725338,42.2959336,1645
St. Joseph's Garden,Parks,Cell 96,NA,new,NA,humancoding_fall,"c(-71.0879907, 42.3233235)",Roxbury,-71.0879907,42.3233235,1646
"St. Katharine Drexel Parish
",Places of Worship,Cell 77,NA,new,NA,humancoding_fall,"c(-71.0844173, 42.3072616)",Roxbury,-71.0844173,42.3072616,1647
St. Katharine Drexel Parish Center,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0876625, 42.3345303)",Roxbury,-71.0876625,42.3345303,1648
St. Mark Congregational Church,Places of Worship,Cell 96,NA,new,NA,humancoding_fall,"c(-71.0860189, 42.3172153)",Roxbury,-71.0860189,42.3172153,1649
"St. Marks Episcopal Church
",Places of Worship,Cell 77,NA,new,NA,humancoding_fall,"c(-71.0818613, 42.3042755)",Dorchester,-71.0818613,42.3042755,1650
"St. Mary of the Angels Church
",Places of Worship,Cell 85,NA,new,NA,humancoding_fall,"c(-71.0953568, 42.3137163)",Roxbury,-71.0953568,42.3137163,1651
St. Mary's Center for Women and Children,Community Spaces,Cell 98,NA,new,NA,humancoding_fall,"c(-71.0627073, 42.313662)",Dorchester,-71.0627073,42.313662,1652
St. Mary's Church,Places of Worship,Cell 193,NA,new,NA,humancoding_fall,"c(-71.061543, 42.373967)",Charlestown,-71.061543,42.373967,1653
St. Mary's Episcopal Church Food Pantry,Community Spaces,Cell 98,NA,new,NA,humancoding_fall,"c(-71.0638875, 42.3162411)",Dorchester,-71.0638875,42.3162411,1654
St. Monica-St. Augustine Catholic Church,Places of Worship,Cell 127,NA,new,NA,humancoding_fall,"c(-71.0528223, 42.3293301)",South Boston,-71.0528223,42.3293301,1655
St. Nectarios Greek Orthodox Church,Places of Worship,Cell 44,NA,new,NA,humancoding_fall,"c(-71.1318462, 42.2867546)",Roslindale,-71.1318462,42.2867546,1656
St. Stephen Chatolic Church,Places of Worship,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0528322, 42.365392)",North End,-71.0528322,42.365392,1657
St.peter's Episcopal Church 137 - 28 224th st. Rosedale Queens NY,Places of Worship,Cell 48,ChIJtWZ9AfZ744kRBgaC91qrNkg,checked,place of worship,google_api,"c(-71.07986, 42.280117)",Dorchester,-71.07986,42.280117,1658
Stanley Bellevue Park,Parks,Cell 87,NA,new,NA,humancoding_fall,"c(-71.0678141, 42.3114122)",Dorchester,-71.0678141,42.3114122,1659
Starbucks,Social Businesses,Cell 31,ChIJCwdOwHh_44kRCrBD5MoekSc,checked,cafe,google_api,"c(-71.163313, 42.278689)",West Roxbury,-71.163313,42.278689,1660
Starbucks,Social Businesses,Cell 120,NA,new,NA,humancoding_fall,"c(-71.159856, 42.348743)",Brighton,-71.159856,42.348743,1661
Starbucks,Social Businesses,Cell 138,ChIJbaAT2DF444kRxFwWmDeTAhY,checked,cafe,google_api,"c(-71.154378, 42.358805)",Brighton,-71.154378,42.358805,1662
Starbucks,Social Businesses,Cell 42,ChIJK0pBmS5_44kRROVf2sm8Bzc,checked,cafe,google_api,"c(-71.152664, 42.287273)",West Roxbury,-71.152664,42.287273,1663
Starbucks,Social Businesses,Cell 92,ChIJi4Se3FN444kRLe5jtEvXnEM,checked,cafe,google_api,"c(-71.150161, 42.336286)",Brighton,-71.150161,42.336286,1664
Starbucks,Social Businesses,Cell 157,NA,new,NA,humancoding_fall,"c(-71.1380901, 42.3626876)",Brighton,-71.1380901,42.3626876,1665
Starbucks,Social Businesses,Cell 122,ChIJ1w2cYch544kRrK1WL2NCWrc,checked,cafe,google_api,"c(-71.134132, 42.348466)",Allston,-71.134132,42.348466,1666
Starbucks,Social Businesses,Cell 123,NA,new,NA,humancoding_fall,"c(-71.1042379, 42.3381965)",Longwood,-71.1042379,42.3381965,1667
Starbucks,Social Businesses,Cell 123,NA,new,NA,humancoding_fall,"c(-71.1008184, 42.3435311)",Fenway,-71.1008184,42.3435311,1668
Starbucks,Social Businesses,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0872797, 42.3390115)",Fenway,-71.0872797,42.3390115,1669
Starbucks,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,"c(-71.0746042, 42.3425987)",South End,-71.0746042,42.3425987,1670
Starbucks,Social Businesses,Cell 193,NA,new,NA,humancoding_fall,"c(-71.063882, 42.3753125)",Charlestown,-71.063882,42.3753125,1671
Starbucks,Social Businesses,Cell 110,ChIJeYxce0V644kRDJxsiTEP-Nk,checked,cafe,google_api,"c(-71.063116, 42.32564)",Dorchester,-71.063116,42.32564,1672
Starbucks,Social Businesses,Cell 224,NA,new,NA,humancoding_fall,"c(-71.0131903, 42.3919885)",East Boston,-71.0131903,42.3919885,1673
Starbucks ,Social Businesses,Cell 142,NA,"new, visited",NA,humancoding_fall,"c(-71.0999476, 42.3495664)",Fenway,-71.0999476,42.3495664,1674
Starr Lane Community Park,Parks,Cell 83,NA,new,NA,humancoding_fall,"c(-71.1133794, 42.3126477)",Jamaica Plain,-71.1133794,42.3126477,1675
State Library of Massachusetts,Community Spaces,Cell 174,ChIJfTZBdox-44kR0fjkkrsTx9E,checked,library,google_api,"c(-71.063905, 42.358397)",Beacon Hill,-71.063905,42.358397,1676
State Temple Church of God In Christ,Places of Worship,Cell 47,ChIJJ93IOwF844kRqQb4TxBG_2o,checked,place of worship,google_api,"c(-71.092267, 42.278975)",Mattapan,-71.092267,42.278975,1677
Station 8 Salon,Social Businesses,Cell 74,NA,"new, visited",NA,humancoding_fall,"c(-71.11516446, 42.31029382)",Jamaica Plain,-71.11516446,42.31029382,1678
Statler Park,Parks,Cell 161,ChIJYbb3P3R644kR2jaIjOCrVHk,checked,fountain,google_api,"c(-71.068982, 42.350625)",Downtown,-71.068982,42.350625,1679
Steriti Memorial Rink,Parks,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.0572424, 42.3680832)",North End,-71.0572424,42.3680832,1680
Sterling Square,Parks,Cell 110,NA,new,NA,humancoding_fall,"c(-71.0542433, 42.3267261)",South Boston,-71.0542433,42.3267261,1681
Stetson East Park,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.08986687, 42.34113534)",Fenway,-71.08986687,42.34113534,1682
Still Waters Worship Center,Places of Worship,Cell 95,ChIJTYkI_WV544kRfK-9tUhjQnc,checked,place of worship,google_api,"c(-71.099463, 42.324861)",Jamaica Plain,-71.099463,42.324861,1683
Stone Science Library,Community Spaces,Cell 142,ChIJIwZavPB544kRmrPAeJTyBOY,checked,library,google_api,"c(-71.103784, 42.350103)",Fenway,-71.103784,42.350103,1685
Stonehill Park,Parks,Cell 9,ChIJDZ54yDt_44kRGvRKGuZNSnU,checked,park,google_api,"c(-71.140477, 42.254584)",Hyde Park,-71.140477,42.254584,1686
Stony Brook Park,Parks,Cell 16,ChIJ1WMm5Ht544kRGRcXu97_2vM,checked,park,google_api,"c(-71.136389, 42.261534)",Hyde Park,-71.136389,42.261534,1688
Stony Brook Reservation,Parks,Cell 9,ChIJRzoxhuN-44kRI9Z9SAJQOnY,checked,park,google_api,"c(-71.138324, 42.25001)",Hyde Park,-71.138324,42.25001,1689
Stony Brook Reservation,Parks,Cell 16,ChIJG_3UVu1_44kRI6iz_4gUtUk,checked,park,google_api,"c(-71.135843, 42.258666)",Hyde Park,-71.135843,42.258666,1690
Stratford Street United Church,Places of Worship,Cell 31,ChIJWcShuih_44kRrJMJCt08S1s,checked,place of worship,google_api,"c(-71.150308, 42.283042)",West Roxbury,-71.150308,42.283042,1691
Street Spuds,Social Businesses,Cell 5,NA,new,NA,humancoding_fall,"c(-71.1297539, 42.2386085)",Hyde Park,-71.1297539,42.2386085,1692
Studio Graphiko,Social Businesses,Cell 104,NA,new,NA,humancoding_fall,"c(-71.1569894, 42.3405103)",Brighton,-71.1569894,42.3405103,1694
StyleMe Dance Student,Social Businesses,Cell 139,NA,new,NA,humancoding_fall,"c(-71.133105, 42.3555099)",Allston,-71.133105,42.3555099,1696
Sue's Hair Salon,Social Businesses,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0654085, 42.3594001)",Beacon Hill,-71.0654085,42.3594001,1697
Suffolk University Bookstore,Social Businesses,Cell 174,ChIJ4USrtJxw44kRygxzADbIpgM,checked,bookstore,google_api,"c(-71.061114, 42.356782)",Downtown,-71.061114,42.356782,1698
Sugar Baking Co.,Social Businesses,Cell 42,ChIJjQepzC9_44kRZbFj5I6Vbog,checked,cafe,google_api,"c(-71.155569, 42.285611)",West Roxbury,-71.155569,42.285611,1699
Sugar Bowl Ice Cream & Coffee,Social Businesses,Cell 110,ChIJGXq83lB644kRoH2LULfUbsc,checked,cafe,google_api,"c(-71.056955, 42.321493)",Dorchester,-71.056955,42.321493,1700
Sullivan square community garden,Parks,Cell 192,ChIJ7X3A2Odw44kRCN10_-mnr3M,checked,square,google_api,"c(-71.071609, 42.383182)",Charlestown,-71.071609,42.383182,1702
Sultana's Bakery & Cafe,Social Businesses,Cell 121,ChIJQ5yzlLR544kRbfoXMsiWw0E,checked,cafe,google_api,"c(-71.143056, 42.344167)",Brighton,-71.143056,42.344167,1705
Summer Street Barber Shop,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0577792, 42.3530703)",Downtown,-71.0577792,42.3530703,1706
Sumner-Lamson Playground,Parks,Cell 185,NA,new,NA,humancoding_fall,"c(-71.0324417, 42.3659405)",East Boston,-71.0324417,42.3659405,1707
Sunset Bocci Club,Social Businesses,Cell 4,NA,new,NA,humancoding_fall,"c(-71.140225, 42.241777)",Hyde Park,-71.140225,42.241777,1708
Supercuts-Beaconhill,Social Businesses,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0674279, 42.3610238)",Beacon Hill,-71.0674279,42.3610238,1709
Supreme Nail,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.05813298, 42.36538058)",North End,-71.05813298,42.36538058,1710
Susan Nail & Spa,Social Businesses,Cell 36,NA,new,NA,humancoding_fall,"c(-71.0931156, 42.2678383)",Mattapan,-71.0931156,42.2678383,1711
SW Corridor Park,Parks,Cell 95,NA,new,NA,humancoding_fall,"c(-71.0980287, 42.3265201)",Roxbury,-71.0980287,42.3265201,1712
SW Corridor Park,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,"c(-71.09224733, 42.33386032)",Roxbury,-71.09224733,42.33386032,1713
Sweeney Field,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0940692, 42.3377029)",Fenway,-71.0940692,42.3377029,1714
Sweeney Playground,Parks,Cell 146,NA,new,NA,humancoding_fall,"c(-71.0515206, 42.3371944)",South Boston,-71.0515206,42.3371944,1715
Sweet Boba,Social Businesses,Cell 195,NA,new,NA,humancoding_fall,"c(-71.0388757, 42.3745426)",East Boston,-71.0388757,42.3745426,1716
Sweet Life,Social Businesses,Cell 49,ChIJOxFAHXR844kRlLJ1Eu7juOQ,checked,cafe,google_api,"c(-71.067896, 42.273705)",Mattapan,-71.067896,42.273705,1717
Symphony Church,Places of Worship,Cell 141,ChIJ7ytGIOh544kRVJorxOgGdvY,checked,place of worship,google_api,"c(-71.119682, 42.351866)",Allston,-71.119682,42.351866,1718
Symphony Road Community Garden,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.089425, 42.3430182)",Fenway,-71.089425,42.3430182,1719
Tabernacle Baptist Congregation Inc,Places of Worship,Cell 56,ChIJzQh-nFJ544kRNSwb_oI15ZU,checked,place of worship,google_api,"c(-71.109425, 42.287213)",Roslindale,-71.109425,42.287213,1720
Tadpole Playground,Parks,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0648487, 42.356019)",Beacon Hill,-71.0648487,42.356019,1721
Tai Tung Park,Parks,Cell 162,ChIJp-vJ_3l644kRWp724OzO1pI,checked,park,google_api,"c(-71.061572, 42.348286)",Chinatown,-71.061572,42.348286,1722
Tatte Bakery & Cafe,Social Businesses,Cell 123,NA,new,NA,humancoding_fall,"c(-71.0997349, 42.3438741)",Fenway,-71.0997349,42.3438741,1725
Tatte Bakery & Cafe,Social Businesses,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0905055, 42.340016)",Fenway,-71.0905055,42.340016,1726
Tatte Bakery & Cafe,Social Businesses,Cell 143,NA,new,NA,humancoding_fall,"c(-71.0869209, 42.3462238)",Back Bay,-71.0869209,42.3462238,1727
Tatte bakery and cafe,Social Businesses,Cell 97,ChIJMTA1w9t744kRnzU5wkR69Z4,checked,cafe,google_api,"c(-71.078415, 42.318799)",Roxbury,-71.078415,42.318799,1728
Tatti's Nails,Social Businesses,Cell 207,NA,new,NA,humancoding_fall,"c(-71.0190563, 42.3831691)",East Boston,-71.0190563,42.3831691,1729
Tavern in the Square South Station,Social Businesses,Cell 162,ChIJySxu94Fw44kRwi0GIvie498,checked,square,google_api,"c(-71.055067, 42.352084)",Downtown,-71.055067,42.352084,1732
Teddy Ebersol's Red Sox Fields,Parks,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0725272, 42.363653)",West End,-71.0725272,42.363653,1733
TeeTii Nails,Social Businesses,Cell 58,NA,new,NA,humancoding_fall,"c(-71.0918966, 42.2837561)",Mattapan,-71.0918966,42.2837561,1734
Temple Bnai Moshe,Places of Worship,Cell 105,NA,new,NA,humancoding_fall,"c(-71.152597, 42.339866)",Brighton,-71.152597,42.339866,1736
Temple Salem Seventh-day Adventist Church,Places of Worship,Cell 58,ChIJ-Zi0evl744kROEamEp4xKCU,checked,place of worship,google_api,"c(-71.089156, 42.285667)",Dorchester,-71.089156,42.285667,1737
Temple Street Park,Parks,Cell 174,NA,new,NA,humancoding_fall,"c(-71.0634712, 42.3600308)",Beacon Hill,-71.0634712,42.3600308,1738
"Tenean Beach
",Parks,Cell 80,NA,new,NA,humancoding_fall,"c(-71.0429194, 42.292414)",Dorchester,-71.0429194,42.292414,1739
Tennis Court,Parks,Cell 74,NA,"new, visited",NA,humancoding_fall,"c(-71.11534886, 42.30786681)",Jamaica Plain,-71.11534886,42.30786681,1740
The 34 Barber Shop,Social Businesses,Cell 119,NA,new,NA,humancoding_fall,"c(-71.1653618, 42.3500442)",Brighton,-71.1653618,42.3500442,1742
The Boston Flower & Garden Show,Parks,Cell 164,ChIJ1_kTYImB44kRYGIHvdVxKWc,checked,garden,google_api,"c(-71.040484, 42.351388)",South Boston Waterfront,-71.040484,42.351388,1744
The Boston Southwest Gardens,Parks,Cell 45,NA,new,NA,humancoding_fall,"c(-71.1202366, 42.2811781)",Roslindale,-71.1202366,42.2811781,1745
The Cathedral Church of Saint Paul.,Places of Worship,Cell 162,ChIJOZAH0pxw44kRQ9YGfgAqkRM,checked,place of worship,google_api,"c(-71.0623407, 42.3558765)",Downtown,-71.0623407,42.3558765,1746
The Church of Jesus Christ of Latter-day Saints,Places of Worship,Cell 45,ChIJYctMbLR-44kRACyziLsgfuw,checked,place of worship,google_api,"c(-71.11616, 42.282726)",Roslindale,-71.11616,42.282726,1747
The Clubs at Charles River Park,Community Spaces,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0681257, 42.3657991)",West End,-71.0681257,42.3657991,1748
The Deliverance Shiloh Apostolic Church,Places of Worship,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.07120406, 42.28933518)",Dorchester,-71.07120406,42.28933518,1749
The Dewitt Center,Community Spaces,Cell 108,ChIJa07EjHZ744kRDhqi8PAGgd8,checked,community center,google_api,"c(-71.08479, 42.332818)",Roxbury,-71.08479,42.332818,1750
The Fenway Garden Society,Parks,Cell 143,NA,new,NA,humancoding_fall,"c(-71.0932317, 42.3449299)",Fenway,-71.0932317,42.3449299,1752
The Food Project's Langdon Street Farm,Parks,Cell 109,NA,new,NA,humancoding_fall,"c(-71.0722386, 42.3244222)",Roxbury,-71.0722386,42.3244222,1753
The Food Project's West Cottage Farm,Community Spaces,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0749929, 42.3208883)",Roxbury,-71.0749929,42.3208883,1754
The Gardens at Gethsemane Cemetery,Places of Worship,Cell 40,NA,new,NA,humancoding_fall,"c(-71.1741324, 42.2912519)",West Roxbury,-71.1741324,42.2912519,1755
The George Robert Fountain,Parks,Cell 183,ChIJ59Vj6rtx44kRP-4nthEW6kU,"checked, visited",fountain,google_api,"c(-71.053774, 42.365915)",North End,-71.053774,42.365915,1756
The Glorious Church of Jesus Christ,Places of Worship,Cell 35,ChIJ1X6X0i9_44kRx362_Y6XB3I,checked,place of worship,google_api,"c(-71.107924, 42.27272)",Hyde Park,-71.107924,42.27272,1757
The Institute of Contemporary Art,Other,Cell 175,NA,new,NA,humancoding_fall,"c(-71.0433229, 42.3528084)",South Boston Waterfront,-71.0433229,42.3528084,1761
"The Joint
",Social Businesses,Cell 83,NA,new,NA,humancoding_fall,"c(-71.1142504, 42.3147501)",Jamaica Plain,-71.1142504,42.3147501,1762
The Lara Barbershop,Social Businesses,Cell 69,NA,"new, visited",NA,humancoding_fall,"c(-71.07134119, 42.28785905)",Dorchester,-71.07134119,42.28785905,1763
The Lotta Fountain,Parks,Cell 161,ChIJOU3UgQp644kR0GtkTCmxTNI,checked,fountain,google_api,"c(-71.076318, 42.3554)",Back Bay,-71.076318,42.3554,1764
The Luxury Box,Social Businesses,Cell 147,NA,new,NA,humancoding_fall,"c(-71.0386553, 42.3354791)",South Boston,-71.0386553,42.3354791,1765
The Mary Baker Eddy Library,Community Spaces,Cell 143,ChIJQwysYRp644kR69CDm19fMGo,checked,library,google_api,"c(-71.086333, 42.34521)",Back Bay,-71.086333,42.34521,1766
The Massachusetts Fallen Heroes Memorial,Parks,Cell 163,NA,new,NA,humancoding_fall,"c(-71.0446524, 42.3522482)",South Boston Waterfront,-71.0446524,42.3522482,1767
"The Museum of NCAAA
",Social Businesses,Cell 85,NA,new,NA,humancoding_fall,"c(-71.0921831, 42.3164018)",Roxbury,-71.0921831,42.3164018,1768
The Nonquit Street Garden,Parks,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0684122, 42.3181205)",Dorchester,-71.0684122,42.3181205,1769
The Private Office Barbershop,Social Businesses,Cell 18,NA,new,NA,humancoding_fall,"c(-71.119839, 42.2547508)",Hyde Park,-71.119839,42.2547508,1770
The Razor BarberShop,Social Businesses,Cell 44,NA,new,NA,humancoding_fall,"c(-71.1320225, 42.2830645)",Roslindale,-71.1320225,42.2830645,1772
THE REDEEMED CHRISTIAN CHURCH OF GOD,Places of Worship,Cell 125,ChIJGRrH4D1644kRchxQDCYlG1I,checked,place of worship,google_api,"c(-71.079799, 42.335888)",Roxbury,-71.079799,42.335888,1773
The Roxbury Latin School Tennis Courts,Parks,Cell 22,NA,new,NA,humancoding_fall,"c(-71.1542794, 42.2750091)",West Roxbury,-71.1542794,42.2750091,1774
